# name: compass16.sivers.h-.1<z<2.dx
# comment: COMPASS16 SSA-Sivers h-, 0.1<z<0.2 (differential in x, joined across 4 Q-windows)
# reference: 1609.07374
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,thFactor,xSec,uncorrErr_0
compass16.sivers.h-.1<z<2.dx.10,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.233830790368868,0.055,0.105,0.075,0.1,0.2,0.14,0.1,10.0,0.38,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.015,0.011
compass16.sivers.h-.1<z<2.dx.11,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.2516660498395407,0.105,0.145,0.119,0.1,0.2,0.15,0.1,10.0,0.34,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.043,0.016
compass16.sivers.h-.1<z<2.dx.12,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.0,2.5,2.353720459187964,0.145,0.215,0.163,0.1,0.2,0.15,0.1,10.0,0.31,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.014,0.028
compass16.sivers.h-.1<z<2.dx.13,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.5,4.0,2.6645825188948455,0.022,0.035,0.031,0.1,0.2,0.14,0.1,10.0,0.47,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.018,0.037
compass16.sivers.h-.1<z<2.dx.14,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.5,4.0,2.8653097563788807,0.035,0.055,0.046,0.1,0.2,0.14,0.1,10.0,0.45,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.011,0.018
compass16.sivers.h-.1<z<2.dx.15,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.0315012782448236,0.055,0.105,0.076,0.1,0.2,0.14,0.1,10.0,0.43,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.01,0.011
compass16.sivers.h-.1<z<2.dx.16,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.0854497241083023,0.105,0.145,0.121,0.1,0.2,0.14,0.1,10.0,0.39,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.016,0.014
compass16.sivers.h-.1<z<2.dx.17,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.1368774282716245,0.145,0.215,0.175,0.1,0.2,0.14,0.1,10.0,0.36,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.032,0.014
compass16.sivers.h-.1<z<2.dx.18,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.3105890714493698,0.215,0.3,0.248,0.1,0.2,0.15,0.1,10.0,0.34,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.044,0.02
compass16.sivers.h-.1<z<2.dx.19,1,1,-12,12001,1,1,-12,2001,301.03984399999996,2.5,4.0,3.6041642581880198,0.3,0.55,0.349,0.1,0.2,0.15,0.1,10.0,0.33,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.027,0.035
compass16.sivers.h-.1<z<2.dx.20,1,1,-12,12001,1,1,-12,2001,301.03984399999996,4.0,9.0,4.345112196480086,0.055,0.105,0.084,0.1,0.2,0.14,0.1,10.0,0.46,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,-0.039,0.043
compass16.sivers.h-.1<z<2.dx.21,1,1,-12,12001,1,1,-12,2001,301.03984399999996,4.0,9.0,4.679743582719036,0.105,0.145,0.123,0.1,0.2,0.14,0.1,10.0,0.45,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.031,0.03
compass16.sivers.h-.1<z<2.dx.22,1,1,-12,12001,1,1,-12,2001,301.03984399999996,4.0,9.0,5.002999100539595,0.145,0.215,0.178,0.1,0.2,0.14,0.1,10.0,0.43,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.01,0.024
compass16.sivers.h-.1<z<2.dx.23,1,1,-12,12001,1,1,-12,2001,301.03984399999996,4.0,9.0,5.339475629684998,0.215,0.3,0.254,0.1,0.2,0.14,0.1,10.0,0.41,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.022,0.025
compass16.sivers.h-.1<z<2.dx.24,1,1,-12,12001,1,1,-12,2001,301.03984399999996,4.0,9.0,5.660388679233963,0.3,0.55,0.385,0.1,0.2,0.14,0.1,10.0,0.39,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.018,0.023
compass16.sivers.h-.1<z<2.dx.25,1,1,-12,12001,1,1,-12,2001,301.03984399999996,4.0,9.0,6.241794613730894,0.55,0.8,0.637,0.1,0.2,0.14,0.1,10.0,0.42,0.938,0.139,True,0.1,0.9,10.0,10000.0,1.0,0.11,0.059
